"player","salary","team","pos","opp","ceil","floor","fpts"
"Corey Brewer",3000,"LAL","SG/SF","CLE",15.2724,4.3076,9.79
"Larry Nance",4500,"LAL","SF/PF","CLE",29.4624,11.4576,20.46
"Josh Hart",3000,"LAL","PG/SG","CLE",17.928,6.972,12.45
"Julius Randle",5100,"LAL","PF/C","CLE",40.3321,13.0879,26.71
"Jordan Clarkson",5000,"LAL","PG/SG","CLE",43.3541,19.0259,31.19
"LeBron James",11900,"CLE","SF/PF","LAL",81.5805,39.2795,60.43
"Jae Crowder",3700,"CLE","SF/PF","LAL",23.6228,8.7372,16.18
"Jeff Green",4300,"CLE","SF/PF","LAL",31.8636,8.2164,20.04
"Dwyane Wade",5300,"CLE","PG/SG","LAL",39.8309,10.9091,25.37
"J.R. Smith",4100,"CLE","SG/SF","LAL",32.7186,6.7014,19.71
"Kevin Love",7900,"CLE","PF/C","LAL",62.4075,17.0925,39.75
"Kyle Kuzma",5500,"LAL","SF/PF","CLE",35.8128,13.9272,24.87
"Brook Lopez",4700,"LAL","C","CLE",30.2034,12.3366,21.27
"Andrew Wiggins",6200,"MIN","SF/PF","SAC",39.1644,20.1756,29.67
"Jeff Teague",6400,"MIN","PG","SAC",40.2956,21.2244,30.76
"Karl-Anthony Towns",9100,"MIN","C","SAC",57.9726,34.0474,46.01
"Jimmy Butler",8700,"MIN","SG","SAC",61.699,25.201,43.45
"Vince Carter",3000,"SAC","SG/SF","MIN",4.239,1.161,2.7
"Taj Gibson",5900,"MIN","PF/C","SAC",43.4934,16.0866,29.79
"Jamal Crawford",3600,"MIN","SG","SAC",24.48,8.16,16.32
"Brandon Ingram",6500,"LAL","SG/SF","CLE",48.9912,16.7688,32.88
"Lonzo Ball",7000,"LAL","PG","CLE",51.2928,19.9472,35.62
"Gorgui Dieng",3800,"MIN","PF/C","SAC",23.841,11.479,17.66
"Tyus Jones",3500,"MIN","PG/SG","SAC",18.3018,2.3782,10.34
