"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,937186497,"raveen12 (1/2)",0,332,"UTIL Russell Westbrook F Aaron Gordon PF Harrison Barnes PG Elfrid Payton SF DeMarre Carroll C Dirk Nowitzki SG Wesley Matthews G Caris LeVert",NA,"Harrison Barnes","PF","39.68%",39.5
2,936988274,"Bulldog7088",0,327.5,"PG Kyle Lowry SG Klay Thompson C Dwight Howard PF Aaron Gordon SF Otto Porter UTIL Dario Saric F Serge Ibaka G Kelly Oubre Jr.",NA,"Russell Westbrook","PG","31.79%",69.75
3,937156681,"BallHawk71",0,325.25,"PG Russell Westbrook UTIL Kyle Lowry SG Tyreke Evans PF Harrison Barnes SF Kyle Anderson F Courtney Lee G Jordan Clarkson C Tyler Zeller",NA,"Bam Adebayo","PF","21.80%",18.75
4,937236592,"DGoober1 (4/4)",0,324.25,"UTIL Russell Westbrook G Kyle Lowry C Dwight Howard SF Harrison Barnes PF Trevor Booker SG Lance Stephenson F Kelly Oubre Jr. PG Michael Carter-Williams",NA,"James Harden","G","21.35%",59
5,936988435,"MicWitz (3/3)",0,323,"C Joel Embiid PF Aaron Gordon G Jrue Holiday F Robert Covington SF Harrison Barnes SG Jeremy Lamb PG Kyle Anderson UTIL Bam Adebayo",NA,"Michael Carter-Williams","PG","20.57%",21.5
5,937190374,"rrt1313",0,323,"G Devin Booker PF Draymond Green C Nikola Vucevic F Aaron Gordon UTIL Brandon Ingram SG Jeremy Lamb PG J.J. Barea SF Caris LeVert",NA,"Andre Drummond","C","19.35%",35.25
7,937420227,"Geemoney254 (2/3)",0,320,"C Joel Embiid PG Kyle Lowry UTIL Tobias Harris SF Harrison Barnes SG Brandon Ingram PF Taj Gibson G Tyler Ulis F Dwight Powell",NA,"Wesley Matthews","SF","19.03%",15.25
8,936938573,"mikel04",0,319.25,"PG Russell Westbrook SF Ben Simmons F Tyreke Evans C Myles Turner SG Kelly Oubre Jr. UTIL Norman Powell G Ish Smith PF Dwight Powell",NA,"Pascal Siakam","PF","18.51%",15
9,937299018,"lutt33",0,318.75,"F LaMarcus Aldridge UTIL Kyle Lowry C Draymond Green PF Robert Covington SF Harrison Barnes SG Kentavious Caldwell-Pope G Tyus Jones PG Michael Carter-Williams",NA,"Tyreke Evans","SG","15.91%",32.75
9,937446792,"mr_burnns",0,318.75,"G Kyle Lowry SG Klay Thompson PF Draymond Green C Dwight Howard PG Jrue Holiday SF Jeremy Lamb UTIL Kelly Olynyk F Kelly Oubre Jr.",NA,"Kristaps Porzingis","PF","15.39%",3.5
11,936802375,"drewx294",0,317.75,"PG Russell Westbrook C Kristaps Porzingis F Aaron Gordon G Reggie Jackson PF Julius Randle UTIL Jordan Clarkson SF Kelly Oubre Jr. SG Jerryd Bayless",NA,"DeMarcus Cousins","C","14.90%",42.5
12,937051388,"dcampbell3208 (4/20)",0,317.5,"PG Kyle Lowry C Draymond Green G Lonzo Ball PF Otto Porter SG Jrue Holiday F Brandon Ingram UTIL J.J. Barea SF Kelly Oubre Jr.",NA,"Dennis Smith Jr.","G","14.34%",16
