"player","salary","team","pos","opp","ceil","floor","fpts"
"San Diego Chargers","2900","SDC","DST","MIA","","","9.28"
"San Francisco 49ers","2100","SFO","DST","ARI","","","4.28"
"Miami Dolphins","2400","MIA","DST","SDC","","","7.12"
"Tennessee Titans","2400","TEN","DST","GBP","","","6.52"
"Washington Redskins","3000","WAS","DST","MIN","","","7.25"
"Green Bay Packers","3000","GBP","DST","TEN","","","7"
"Arizona Cardinals","3700","ARI","DST","SFO","","","12.16"
"Dallas Cowboys","2700","DAL","DST","PIT","","","6.74"
"Cincinnati Bengals","2900","CIN","DST","NYG","","","7.94"
"New York Giants","2900","NYG","DST","CIN","","","6.3"
"New England Patriots","3300","NEP","DST","SEA","","","6.78"
"Seattle Seahawks","3000","SEA","DST","NEP","","","7.99"
"Pittsburgh Steelers","2600","PIT","DST","DAL","","","5.55"
"Minnesota Vikings","3600","MIN","DST","WAS","","","11.48"
"Tampa Bay Buccaneers","2700","TBB","DST","CHI","","","5.54"
"Denver Broncos","3100","DEN","DST","NOS","","","8.66"
"New Orleans Saints","2200","NOS","DST","DEN","","","4.4"
"Philadelphia Eagles","2600","PHI","DST","ATL","","","7.93"
"Atlanta Falcons","2600","ATL","DST","PHI","","","6.24"
"Cleveland Browns","2400","CLE","DST","BAL","","","5.23"
"Baltimore Ravens","3700","BAL","DST","CLE","","","10.58"
"Houston Texans","3800","HOU","DST","JAC","","","8.42"
"Jacksonville Jaguars","2300","JAC","DST","HOU","","","5.74"
"Carolina Panthers","3200","CAR","DST","KCC","","","7.32"
"Chicago Bears","2500","CHI","DST","TBB","","","5.39"
"Kansas City Chiefs","3500","KCC","DST","CAR","","","7.54"
"New York Jets","2800","NYJ","DST","LAR","","","8.16"
"Los Angeles Rams","2900","LAR","DST","NYJ","","","9.78"
