Player Name,Likes,Inj,Pos,Salary,Team,Opp,Vegas Pts,Vegas Spread,Defense Pass Yds/G,Defense Rush Yds/G,DvP,L3 Pass Att,S Pass Att,Proj Pass Att,Red Zone Pass Att,Yards Per Pass Att,L3 Rush Att,S Rush Att,Proj Rush Att,Red Zone Rush Att,Yards Per Rush Att,L3 Targets,S Targets,Proj Targets,Red Zone Targets,Yards Per Target,Projected Usage,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Le'Veon Bell,27,,RB,9500,PIT,JAX,24.8,PIT by 7.5,-35%,55%,26%,0.0,0.0,0.0,0.0,0.0,25.7,21.8,20.4,5.0,3.7,5.7,5.8,5.9,0.5,4.3,44,24.2,20.1,20.1,7.0,33.1,27.9,2.9,0.0,0.0
Ezekiel Elliott,25,,RB,8800,DAL,GB,27.5,DAL by 2.5,-17%,4%,6%,0.0,0.0,0.0,0.0,0.0,17.3,19.0,18.5,2.5,3.6,4.7,4.8,3.6,0.5,6.2,35,18.2,19.1,19.1,9.3,29.0,20.4,2.3,0.0,0.0
Kareem Hunt,5,,RB,8600,KC,@HOU,23.3,KC by 2,-14%,-11%,-34%,0.0,0.0,0.0,0.0,0.0,17.0,17.0,14.7,3.0,7.4,2.7,3.3,3.8,0.3,12.1,34,24.4,30.7,30.7,17.6,43.9,17.1,2.0,0.0,0.0
Odell Beckham Jr.,12,,WR,8500,NYG,LAC,24.3,NYG by 3,-15%,53%,6%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,9.1,1.3,6.2,15,17.5,17.5,17.5,6.8,28.2,18.3,2.2,0.0,0.0
Antonio Brown,12,,WR,8400,PIT,JAX,24.8,PIT by 7.5,-35%,55%,-45%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,11.3,11.3,9.4,1.0,8.6,16,16.2,20.2,20.2,7.5,32.9,20.1,2.4,0.0,0.0
A.J. Green,7,,WR,8200,CIN,BUF,21.3,CIN by 3.5,-6%,-12%,-12%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,9.5,8.7,1.3,8.3,15,19.7,17.9,17.9,9.4,26.4,17.4,2.1,0.0,0.0
Aaron Rodgers,30,,QB,8100,GB,@DAL,25.0,DAL by 2.5,2%,0%,9%,39.3,40.0,35.9,6.0,7.2,2.3,3.5,3.8,0.3,3.6,0.0,0.0,0.0,0.0,0.0,66,25.1,24.0,24.0,20.5,27.5,23.2,2.9,0.0,0.0
Jordy Nelson,25,,WR,8100,GB,@DAL,25.0,DAL by 2.5,2%,0%,15%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,6.0,8.6,1.5,8.6,14,15.6,16.9,16.9,5.6,28.2,19.2,2.4,0.0,0.0
Todd Gurley II,28,,RB,8000,LAR,SEA,24.5,LAR by 2,-19%,25%,1%,0.0,0.0,0.0,0.0,0.0,22.3,21.5,17.3,4.0,4.2,6.3,6.3,3.6,1.3,9.4,36,35.3,31.6,31.6,22.4,40.9,19.4,2.4,0.0,0.0
Tom Brady,3,,QB,8000,NE,@TB,29.0,NE by 3.5,39%,-27%,9%,39.7,38.8,34.1,6.3,9.0,1.3,1.5,1.9,0.5,2.8,0.0,0.0,0.0,0.0,0.0,59,32.3,26.9,26.9,14.2,39.6,21.7,2.7,0.0,0.0
Mike Evans,7,,WR,7900,TB,NE,25.5,NE by 3.5,43%,24%,28%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,10.7,11.0,1.3,7.1,18,17.9,17.9,17.9,13.6,22.2,20.8,2.6,0.0,0.0
LeSean McCoy,4,,RB,7800,BUF,@CIN,17.8,CIN by 3.5,-27%,1%,-7%,0.0,0.0,0.0,0.0,0.0,15.3,17.0,13.3,2.8,3.2,5.7,5.8,5.2,0.0,7.1,33,12.7,15.5,15.5,9.6,21.3,17.5,2.2,0.0,0.0
DeAndre Hopkins,8,,WR,7600,HOU,KC,21.3,KC by 2,9%,4%,14%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.3,8.5,1.3,6.3,14,19.5,19.3,19.3,12.1,26.5,15.6,2.1,0.0,0.0
Ty Montgomery,,D,RB,7400,GB,@DAL,25.0,DAL by 2.5,2%,0%,26%,0.0,0.0,0.0,0.0,0.0,9.0,11.5,0.0,1.8,3.3,6.3,5.8,0.0,0.8,5.6,0,14.9,16.0,16.0,5.0,27.0,0.0,0.0,0.0,0.0
Brandin Cooks,2,,WR,7400,NE,@TB,29.0,NE by 3.5,39%,-27%,13%,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.3,0.3,3.3,5.7,6.0,7.3,0.0,12.3,12,16.2,15.1,15.1,1.6,28.6,16.8,2.3,0.0,0.0
Stefon Diggs,4,,WR,7300,MIN,@CHI,21.3,MIN by 3,-3%,-20%,14%,0.0,0.0,0.0,0.0,0.0,0.3,0.5,0.2,0.0,-1.0,8.0,8.0,8.4,1.3,12.2,15,20.1,22.0,22.0,6.6,37.3,14.5,2.0,0.0,0.0
Keenan Allen,8,,WR,7200,LAC,@NYG,21.3,NYG by 3,-5%,33%,-21%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,7.6,1.0,8.3,13,18.3,17.4,17.4,11.9,22.8,14.7,2.0,0.0,0.0
Russell Wilson,6,,QB,7100,SEA,@LAR,22.5,LAR by 2,-5%,41%,3%,38.0,35.3,31.2,6.0,7.3,7.7,6.3,4.6,0.3,5.5,0.0,0.0,0.0,0.0,0.0,64,27.1,22.7,22.7,10.1,35.2,18.0,2.5,0.0,0.0
Doug Baldwin,6,,WR,7000,SEA,@LAR,22.5,LAR by 2,-5%,41%,-5%,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,-3.0,9.0,7.8,7.3,1.0,8.0,13,16.1,14.6,14.6,4.6,24.6,14.8,2.1,0.0,0.0
Leonard Fournette,12,,RB,7000,JAX,@PIT,17.3,PIT by 7.5,-32%,5%,19%,0.0,0.0,0.0,0.0,0.0,18.3,20.3,16.2,3.0,3.5,4.7,4.3,3.2,0.3,7.4,32,18.5,20.0,20.0,14.7,25.3,15.9,2.3,0.0,0.0
Carlos Hyde,14,,RB,6900,SF,@IND,21.8,IND by 1,25%,5%,-8%,0.0,0.0,0.0,0.0,0.0,18.7,16.3,11.8,4.3,4.9,5.3,5.5,4.1,1.0,4.0,27,19.7,18.2,18.2,13.2,23.3,16.0,2.3,0.0,0.0
Rob Gronkowski,,O,TE,6900,NE,@TB,29.0,NE by 3.5,39%,-27%,-30%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.5,0.0,1.5,10.6,0,20.5,16.7,16.7,6.9,26.5,0.0,0.0,0.0,0.0
Larry Fitzgerald,14,,WR,6800,ARI,@PHI,19.5,PHI by 6,25%,-34%,38%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,10.3,9.4,2.5,6.7,15,18.4,17.1,17.1,3.4,30.9,16.7,2.5,0.0,0.0
Dak Prescott,25,,QB,6800,DAL,GB,27.5,DAL by 2.5,-17%,4%,-29%,34.7,35.8,33.8,4.5,6.6,3.0,3.0,4.0,0.5,7.4,0.0,0.0,0.0,0.0,0.0,60,21.5,20.4,20.4,17.0,23.7,21.7,3.2,0.0,0.0
Randall Cobb,17,,WR,6700,GB,@DAL,25.0,DAL by 2.5,2%,0%,15%,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.0,10.0,8.7,8.7,6.5,1.0,7.3,12,15.0,15.0,15.0,12.7,17.3,13.8,2.1,0.0,0.0
Tyreek Hill,2,,WR,6700,KC,@HOU,23.3,KC by 2,-14%,-11%,-8%,0.0,0.0,0.0,0.0,0.0,1.3,1.5,1.4,0.0,4.0,6.7,7.0,6.6,0.3,10.3,15,12.5,16.8,16.8,6.6,27.0,13.9,2.1,0.0,0.0
Carson Wentz,5,,QB,6600,PHI,ARI,25.5,PHI by 6,-5%,-18%,1%,36.0,36.8,33.9,4.3,7.2,5.3,5.0,7.7,0.5,4.8,0.0,0.0,0.0,0.0,0.0,68,19.0,20.3,20.3,12.9,27.6,20.5,3.1,0.0,0.0
Jay Ajayi,9,,RB,6600,MIA,TEN,20.8,TEN by 0,21%,5%,8%,0.0,0.0,0.0,0.0,0.0,17.0,17.0,15.2,1.3,3.6,2.0,2.0,2.8,0.0,3.5,33,9.5,9.5,9.5,2.4,16.6,15.9,2.4,0.0,0.0
DeVante Parker,22,,WR,6600,MIA,TEN,20.8,TEN by 0,21%,5%,42%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,7.3,0.7,8.5,14,15.7,15.7,15.7,10.5,20.8,14.4,2.2,0.0,0.0
Cam Newton,,,QB,6500,CAR,@DET,20.5,DET by 1,4%,-19%,-28%,29.0,28.0,28.7,3.0,7.9,5.3,5.5,4.8,1.3,4.1,0.0,0.0,0.0,0.0,0.0,60,20.0,18.6,18.6,6.2,30.9,17.7,2.7,0.0,0.0
Dez Bryant,24,,WR,6500,DAL,GB,27.5,DAL by 2.5,-17%,4%,-3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,10.0,8.3,1.8,5.3,13,14.3,12.3,12.3,6.7,17.9,18.2,2.8,0.0,0.0
Marcus Mariota,0,Q,QB,6400,TEN,@MIA,20.8,TEN by 0,20%,-27%,-22%,23.0,27.5,31.8,2.8,7.2,5.7,5.0,4.5,1.5,5.8,0.0,0.0,0.0,0.0,0.0,62,17.1,17.6,17.6,15.1,20.1,20.0,3.1,0.0,0.0
Ben Roethlisberger,2,,QB,6400,PIT,JAX,24.8,PIT by 7.5,-35%,55%,-51%,34.7,35.0,32.6,4.5,6.8,1.3,1.8,1.6,0.3,-0.7,0.0,0.0,0.0,0.0,0.0,57,14.0,14.7,14.7,11.8,17.6,17.1,2.7,0.0,0.0
Michael Crabtree,1,,WR,6400,OAK,BAL,21.8,OAK by 3,-2%,19%,-23%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,5.3,5.7,0.7,10.6,11,16.0,16.0,16.0,0.8,31.2,9.3,1.5,0.0,0.0
Matthew Stafford,5,,QB,6300,DET,CAR,21.5,DET by 1,-14%,-19%,-13%,32.3,34.5,38.5,4.5,6.4,2.7,2.5,2.5,0.0,5.3,0.0,0.0,0.0,0.0,0.0,66,13.6,17.2,17.2,9.5,24.9,18.9,3.0,0.0,0.0
